Product_Name,Brand,Rating,Ratings_Count,Ingredients,Category,product_id
Night Therapy Whitening Vitamin Cream,Belo Essentials,0.0,0,Methylchloroisothiazolinone,Moisturizers,13532
Night Therapy Whitening Vitamin Cream,Belo Essentials,0.0,0,Methylisothiazolinone,Moisturizers,13532
Night Therapy Whitening Vitamin Cream,Belo Essentials,0.0,0,Fragrance,Moisturizers,13532
Night Therapy Whitening Vitamin Cream,Belo Essentials,0.0,0,PEG-800,Moisturizers,13532
Night Therapy Whitening Vitamin Cream,Belo Essentials,0.0,0,Hydrolyzed Prunus Domestica,Moisturizers,13532
Illuminator Age Cover Mask Brightening Diamond,BONVIVANT,0.0,0,"1,2-Hexanediol",Sheet Masks,15074
Illuminator Age Cover Mask Brightening Diamond,BONVIVANT,0.0,0,Glyceryl Stearate,Sheet Masks,15074
Illuminator Age Cover Mask Brightening Diamond,BONVIVANT,0.0,0,Niacinamide,Sheet Masks,15074
Illuminator Age Cover Mask Brightening Diamond,BONVIVANT,0.0,0,Diamond powder,Sheet Masks,15074
Illuminator Age Cover Mask Brightening Diamond,BONVIVANT,0.0,0,Disodium EDTA,Sheet Masks,15074
Illuminator Age Cover Mask Brightening Diamond,BONVIVANT,0.0,0,Rosa Canina Flower Oil,Sheet Masks,15074
Illuminator Age Cover Mask Brightening Diamond,BONVIVANT,0.0,0,Methylpropanediol,Sheet Masks,15074
Illuminator Age Cover Mask Brightening Diamond,BONVIVANT,0.0,0,Beta-Glucan,Sheet Masks,15074
